place_id,title,rating,reviews,price,categories,link
EuFIeBxijn1liQuwWfJdSw,Eden Alley,3.0,2,,Korean,https://www.yelp.com/biz/eden-alley-christchurch?osq=Restaurant
eden-alley-christchurch,Eden Alley,3.0,2,,Korean,https://www.yelp.com/biz/eden-alley-christchurch?osq=Restaurant
ni-pySOL-0X59iOcOvCSXQ,The Bridge Restaurant & Bar,3.0,2,,"Bars, New Zealand",https://www.yelp.com/biz/the-bridge-restaurant-and-bar-prebbleton?osq=Restaurant
the-bridge-restaurant-and-bar-prebbleton,The Bridge Restaurant & Bar,3.0,2,,"Bars, New Zealand",https://www.yelp.com/biz/the-bridge-restaurant-and-bar-prebbleton?osq=Restaurant
5eRuSl6megpNFiXOFtAAFA,Maharaja,4.0,4,$$,"Indian, Beer Bar, Cocktail Bars",https://www.yelp.com/biz/maharaja-christchurch?osq=Restaurant
maharaja-christchurch,Maharaja,4.0,4,$$,"Indian, Beer Bar, Cocktail Bars",https://www.yelp.com/biz/maharaja-christchurch?osq=Restaurant
eFpwZ0CEo1k-opYw7qY4XQ,Yoshi Japanese Restaurant,4.0,1,,Japanese,https://www.yelp.com/biz/yoshi-japanese-restaurant-canterbury?osq=Restaurant
yoshi-japanese-restaurant-canterbury,Yoshi Japanese Restaurant,4.0,1,,Japanese,https://www.yelp.com/biz/yoshi-japanese-restaurant-canterbury?osq=Restaurant
f5WbfkjUOMMofXvpxK-nZw,Riccarton Noodle House,3.7,3,,Cambodian,https://www.yelp.com/biz/riccarton-noodle-house-christchurch?osq=Restaurant
riccarton-noodle-house-christchurch,Riccarton Noodle House,3.7,3,,Cambodian,https://www.yelp.com/biz/riccarton-noodle-house-christchurch?osq=Restaurant
